"chromosome" "start" "end"
"1796" "chr10" 8533519 8605868
"4962" "chr12" 56590845 56593570
"15903" "chr5" 32000422 32387112
"13062" "chr2" 180882396 180891720
"178" "chr1" 40862445 40912112
"1220" "chr1" 153316535 153347953
"23116" "chr9" 43957344 44042129
"9601" "chr17" 46400637 46408878
"19574" "chr7" 53359892 53392094
"581" "chr1" 89812154 89841751
"12773" "chr2" 164736853 164745453
"199" "chr1" 43245963 43246603
"23761" "chr9" 121276075 121384036
"6319" "chr14" 32454250 32481369
"3710" "chr11" 76057271 76064124
"21827" "chr8" 108660969 108662620
"19201" "chr7" 28090160 28118667
"196" "chr1" 43179918 43220806
"23301" "chr9" 65283588 65300209
"7565" "chr15" 98662129 98662950
"9440" "chr17" 35068323 35072263
"2460" "chr10" 82693883 82800562
"11293" "chr19" 46451303 46470225
"20462" "chr7" 133024216 133225925
"19881" "chr7" 87534079 87547648
"6174" "chr14" 22665082 22668132
"5517" "chr12" 113892634 113912401
"19691" "chr7" 74348967 74367344
"3478" "chr11" 68369687 68371747
"12691" "chr2" 158607143 158612372
"4486" "chr11" 119682125 119695679
"2371" "chr10" 80487555 80489018
"8083" "chr16" 24448176 24981116
"20966" "chr8" 11313023 11449215
"11790" "chr2" 32143772 32163441
"20144" "chr7" 112516841 112517831
"8399" "chr16" 55499436 55499460
"21660" "chr8" 90642698 90658379
"20877" "chr7" 150743609 150785947
"220" "chr1" 51345969 51359804
"16547" "chr5" 109076062 109089788
"18425" "chr6" 90319527 90353480
"21290" "chr8" 47020002 47029499
"4124" "chr11" 100406945 100433880
"18004" "chr6" 48012395 48036592
"22377" "chr8" 125091914 125097030
"8140" "chr16" 30511940 30550664
"18033" "chr6" 51350964 51352218
"9299" "chr17" 31523195 31613254
"16320" "chr5" 76741170 76760136
"11735" "chr2" 30678617 30683820
"1904" "chr10" 41287821 41296282
"12379" "chr2" 150408816 150434259
"14627" "chr4" 104829951 104905372
"22380" "chr8" 125091914 125097030
"21371" "chr8" 63992040 64069939
"7415" "chr15" 83433012 83555451
"3655" "chr11" 74644427 74659212
"14412" "chr4" 57581153 57730000
"17917" "chr6" 34995175 35083715
"22967" "chr9" 26908252 26962965
"21787" "chr8" 107898803 107906762
"13485" "chr3" 88548622 88576912
"20323" "chr7" 120681539 120708501
"11669" "chr2" 28496762 28546687
"17997" "chr6" 47404322 47476138
"6912" "chr15" 58774801 58872152
"11988" "chr2" 71711328 71740731
"2302" "chr10" 79764564 79781001
"5842" "chr13" 60275765 60278726
"11165" "chr19" 41998212 42007784
"21556" "chr8" 81699708 81714762
"3713" "chr11" 76057271 76064124
"6380" "chr14" 48160568 48188089
"22230" "chr8" 123651584 123654544
"11133" "chr19" 40734283 40816092
"20479" "chr7" 133526367 133540251
"20019" "chr7" 105987354 106002252
"20595" "chr7" 135754878 135839950
"19994" "chr7" 104561466 104566020
"22477" "chr8" 125935463 125945910
"4655" "chr12" 8017207 8023641
"10745" "chr19" 5917560 5918993
"10860" "chr19" 8963392 8965230
"3496" "chr11" 68761733 68765676
"16535" "chr5" 108337356 108416052
"12100" "chr2" 93653299 93662702
"19356" "chr7" 30954940 30965228
"22831" "chr9" 20731550 20764332
"16822" "chr5" 122161617 122264959
"2061" "chr10" 66467822 66504074
"3532" "chr11" 69040132 69050524
"11867" "chr2" 35035724 35056640
"22116" "chr8" 122295440 122302316
"6066" "chr14" 9058024 9091346
"17244" "chr5" 137217633 137358977
"4828" "chr12" 31269335 31276085
"22077" "chr8" 121918791 121934988
"2331" "chr10" 80105367 80106794
"1133" "chr1" 137503023 137584682
"5569" "chr13" 8849724 8870288
"11862" "chr2" 34803055 34817292
"19964" "chr7" 96288232 96487106
"9032" "chr17" 26125981 26205806
"10179" "chr18" 11816350 11901716
"7321" "chr15" 81686163 81688753
"19898" "chr7" 87941600 87948180
"16331" "chr5" 77516014 77524280
"9471" "chr17" 35704429 35705890
"11106" "chr19" 37973525 38118067
"7326" "chr15" 81702892 81745567
"20135" "chr7" 109118356 109163473
"2580" "chr10" 98761521 98885681
"2832" "chr11" 4167097 4172517
"23543" "chr9" 106270962 106278052
"15973" "chr5" 34084000 34125353
"21839" "chr8" 108806185 108859654
"17989" "chr6" 42278711 42300861
"14116" "chr4" 16050521 16090645
"14549" "chr4" 88364195 88368412
"19225" "chr7" 28390876 28424469
"2582" "chr10" 99910817 99949981
"6179" "chr14" 22838933 23397196
"20221" "chr7" 117833676 117843246
"7432" "chr15" 84615813 84685529
"1860" "chr10" 25161378 25232887
"15659" "chr5" 9118800 9161716
"22591" "chr8" 127421785 127427642
"16689" "chr5" 115595101 115608155
"7490" "chr15" 85969558 85989660
"16049" "chr5" 36100579 36227619
"6874" "chr15" 57526221 57671387
"14208" "chr4" 41083053 41140403
"7840" "chr16" 8698812 8792401
"15697" "chr5" 23246513 23249364
"20002" "chr7" 105199569 105268003
"22179" "chr8" 122728333 122752130
"6532" "chr14" 64562542 64569569
"12836" "chr2" 166391844 166407571
"1376" "chr1" 166793263 166801569
"8284" "chr16" 35311216 35364004
"18018" "chr6" 48791481 48795857
"22859" "chr9" 21125188 21159472
"7572" "chr15" 98734351 98748529
"7048" "chr15" 73411986 73426956
"4351" "chr11" 115450368 115451857
"1059" "chr1" 136605876 136645994
"20222" "chr7" 117833676 117843246
"2861" "chr11" 5796639 5798785
"11123" "chr19" 40385937 40588302
"15977" "chr5" 34338632 34348565
"4445" "chr11" 117884391 117940915
"13883" "chr3" 121747377 121882979
"13793" "chr3" 108182194 108186659
"10808" "chr19" 7062400 7066762
"11932" "chr2" 58419793 58645381
"18814" "chr6" 126873436 126889573
"13306" "chr3" 65311178 65332106
"23438" "chr9" 90057815 90094940
"21863" "chr8" 109206967 109375339
"19757" "chr7" 80536112 80564783
"6350" "chr14" 35403813 35405025
"174" "chr1" 39957757 40083155
"19717" "chr7" 75097142 75378553
"8939" "chr17" 24987491 25001395
"3733" "chr11" 77029926 77269050
"8542" "chr16" 91547338 91564252
"20666" "chr7" 141862804 141969883
"6213" "chr14" 25959280 25962727
"3098" "chr11" 50416738 50611847
"6156" "chr14" 22495793 22533798
"11844" "chr2" 34262381 34480470
"20677" "chr7" 143045364 143047395
"1210" "chr1" 152239982 152297059
"23792" "chr9" 123276057 123371782
"9702" "chr17" 56098609 56107374
"15543" "chr4" 150433634 150460319
"22744" "chr8" 129588144 130134730
"22989" "chr9" 30706739 30730037
"12378" "chr2" 150136672 150188501
"9240" "chr17" 29502360 29516498
"8269" "chr16" 35155721 35304635
"20246" "chr7" 118262761 118266205
"10060" "chr17" 86567748 87054029
"12290" "chr2" 131036175 131039250
"4928" "chr12" 53604958 53646626
"2212" "chr10" 77734307 77758141
"762" "chr1" 121366885 121401205
"11551" "chr2" 11664199 11699154
"14456" "chr4" 59917997 59927928
"2293" "chr10" 79712196 79719537
"84" "chr1" 34555274 34559907
"5" "chr1" 5073253 5152630
"14628" "chr4" 104829951 104905372
"10431" "chr18" 61418693 61418965
"16157" "chr5" 46121573 46248745
"12839" "chr2" 166391844 166407571
"6439" "chr14" 55730136 55734282
"22622" "chr8" 127941962 128016733
"18901" "chr6" 146060001 146450434
"13316" "chr3" 65633037 65676203
"21338" "chr8" 55686133 55695451
"17420" "chr5" 140299547 140302797
"12382" "chr2" 150612531 150657484
"19624" "chr7" 56502177 56749370
"8210" "chr16" 33684551 33768281
"2276" "chr10" 79605109 79608556
"15891" "chr5" 31578157 31593487
"768" "chr1" 121426056 121432742
"21449" "chr8" 73197290 73202651
"19176" "chr7" 26496135 26504072
"8728" "chr17" 6942479 6987129
"21542" "chr8" 80134758 80210469
"18470" "chr6" 91423744 91438452
"20242" "chr7" 118066974 118125609
"2772" "chr10" 127931212 127935741
"13916" "chr3" 122970413 123068554
"4084" "chr11" 98629248 98636556
"15625" "chr5" 3543832 3570546
"9708" "chr17" 56156172 56175999
"22980" "chr9" 27156583 27158793
"16041" "chr5" 35994681 36022431
