"chromosome" "start" "end"
"580" "chr17" 65605344 65866577
"813" "chr5" 57961322 58109158
"516" "chr16" 87354429 87368894
"828" "chr5" 91360221 91450395
"1282" "chr8" 130666469 130821371
"830" "chr5" 92481171 92511943
"540" "chr17" 23693736 23701093
"1025" "chr7" 134119862 134124015
"790" "chr5" 33982710 33994955
"1301" "chr9" 21311823 21314630
"759" "chr4" 144482729 144518112
"692" "chr3" 51028368 51055495
"614" "chr19" 5798394 5802671
"405" "chr14" 26406289 26410147
"1233" "chr8" 127941962 128016733
"308" "chr12" 25336138 25347540
"64" "chr1" 107886982 107930130
"604" "chr18" 52927797 53075584
"107" "chr1" 135028039 135033805
"1292" "chr8" 130882998 131027247
"543" "chr17" 24184704 24210404
"120" "chr1" 136456771 136529454
"1094" "chr8" 110007231 110070052
"733" "chr4" 41296028 41336799
"1157" "chr8" 124254462 124318176
"185" "chr10" 24589852 24633266
"702" "chr3" 94758091 94765483
"1093" "chr8" 109912124 109927105
"886" "chr6" 34548543 34696015
"390" "chr14" 21210452 21212777
"1089" "chr8" 109674560 109711370
"1231" "chr8" 127941962 128016733
"867" "chr5" 147656646 147659302
"908" "chr6" 71781324 71825260
"282" "chr12" 5085899 5382488
"147" "chr1" 165175249 165243781
"912" "chr6" 84037785 84144754
"1184" "chr8" 125652477 125655792
"215" "chr11" 5613419 5662379
"674" "chr2" 119481186 119488534
"1227" "chr8" 127941962 128016733
"332" "chr12" 40732033 40763963
"739" "chr4" 59016370 59035862
"660" "chr2" 32251777 32258259
"95" "chr1" 129765368 129840445
"971" "chr7" 56085767 56099021
"999" "chr7" 117265572 117286813
"36" "chr1" 76485707 76498603
"763" "chr5" 5537456 5559501
"499" "chr16" 34952111 34958964
"1160" "chr8" 124320229 124353469
"710" "chr3" 105707338 105711271
"501" "chr16" 43762354 43822952
"1162" "chr8" 124320229 124353469
"163" "chr1" 173433608 173434881
"528" "chr17" 7002738 7032339
"1" "chr1" 20991458 21069306
"322" "chr12" 39510297 39594790
"1076" "chr8" 107115367 107120749
"941" "chr6" 148936590 149050202
"48" "chr1" 87961193 88035870
"1314" "chr9" 41283019 41423263
"317" "chr12" 32611340 32635088
"1010" "chr7" 121190301 121261295
"172" "chr1" 181458186 181476398
"104" "chr1" 134496422 134638342
"341" "chr12" 45953472 46175470
"1134" "chr8" 122728333 122752130
"126" "chr1" 137303335 137327068
"760" "chr5" 3543832 3570546
"1018" "chr7" 132929768 133005510
"770" "chr5" 23825406 23835409
"55" "chr1" 93312558 93355905
"1271" "chr8" 129588144 130134730
"635" "chr19" 42221889 42226193
"288" "chr12" 8017207 8023641
"40" "chr1" 82313171 82441941
"414" "chr14" 35123936 35158091
"533" "chr17" 10649081 10666989
"862" "chr5" 138046334 138052632
"380" "chr13" 55701471 55711315
"1105" "chr8" 120807654 121847348
"989" "chr7" 88487618 88489992
"1322" "chr9" 44478535 44480321
"333" "chr12" 40732033 40763963
"1275" "chr8" 129588144 130134730
"677" "chr2" 156439440 156590099
"1161" "chr8" 124320229 124353469
"721" "chr3" 141966022 142058582
"246" "chr11" 68873276 68875078
"151" "chr1" 166994154 167022061
"689" "chr3" 35791902 35828996
"1046" "chr8" 34893115 35040313
"118" "chr1" 136252018 136258576
"774" "chr5" 24092561 24100213
"647" "chr19" 53674936 53719638
"244" "chr11" 68859144 68865164
"211" "chr11" 3024023 3031947
"629" "chr19" 34742895 34821601
"8" "chr1" 34870070 34899819
"1191" "chr8" 125836182 125842476
"806" "chr5" 37186105 37187943
"1213" "chr8" 127044726 127075907
"725" "chr3" 152059657 152125790
"1107" "chr8" 121868437 121872829
"625" "chr19" 32197220 32285480
"221" "chr11" 45869488 45960844
"97" "chr1" 132950280 132994120
"344" "chr12" 45953472 46175470
"1005" "chr7" 119167019 119254894
"173" "chr1" 182257099 182260680
"377" "chr13" 46513668 46526468
"1298" "chr9" 16403823 16404246
"307" "chr12" 25257159 25302253
"93" "chr1" 129693147 129701414
"822" "chr5" 73997880 74023660
"393" "chr14" 21554096 21613310
"1309" "chr9" 26904968 26962965
"641" "chr19" 46697890 46731874
"854" "chr5" 130357031 130363340
"1330" "chr9" 106590410 106691544
"542" "chr17" 23961706 23966076
"278" "chr12" 4924158 5054216
"298" "chr12" 10376849 10396975
"872" "chr5" 149139901 149211455
"942" "chr6" 149090118 149099692
"1328" "chr9" 99380513 99469318
"212" "chr11" 3034628 3093466
"10" "chr1" 36125253 36163291
"1136" "chr8" 123012765 123105277
"809" "chr5" 45911490 45920523
"1106" "chr8" 120807654 121847348
"925" "chr6" 93625448 94233898
"24" "chr1" 60833508 60838537
"649" "chr19" 53751795 53918253
"1009" "chr7" 121190301 121261295
"622" "chr19" 21852831 21932817
"87" "chr1" 128768779 128773166
"114" "chr1" 136007818 136048013
"546" "chr17" 24636447 24645852
"1182" "chr8" 125407220 125565897
"1252" "chr8" 129112197 129114990
"1118" "chr8" 122333124 122364440
"473" "chr16" 7069927 7411611
"384" "chr13" 91508594 91527690
"1121" "chr8" 122516375 122575696
"831" "chr5" 93238413 93394785
"676" "chr2" 151553181 151567029
"159" "chr1" 172634587 172797902
"37" "chr1" 78813523 78816600
"814" "chr5" 58109338 58520590
"1164" "chr8" 124474446 124549969
"29" "chr1" 65233256 65252748
"188" "chr10" 66729436 66748029
"714" "chr3" 121129458 121161123
"564" "chr17" 35978442 35996615
"1259" "chr8" 129114584 129117306
"131" "chr1" 137740354 137748837
"968" "chr7" 39005691 39012978
"225" "chr11" 58013057 58036277
"129" "chr1" 137503023 137584682
"1092" "chr8" 109817761 109903417
"1310" "chr9" 30957141 30961230
"987" "chr7" 87343326 87371410
"1315" "chr9" 41283019 41423263
"265" "chr11" 102057060 102091486
"449" "chr15" 74539780 74540778
"410" "chr14" 27399046 27451213
"1141" "chr8" 123059756 123105277
"1034" "chr7" 149194454 149202410
"136" "chr1" 154973230 154974045
"491" "chr16" 28826261 28929784
"1167" "chr8" 124806040 124861147
"203" "chr10" 106954415 107157083
"1268" "chr8" 129372919 129375733
"936" "chr6" 114809091 114809360
"253" "chr11" 69393889 69405375
"78" "chr1" 122499063 122504568
"1266" "chr8" 129372919 129375733
"1055" "chr8" 59934719 59956382
"873" "chr5" 149687650 149740199
"877" "chr6" 8024821 8029763
"857" "chr5" 134833530 134932132
"889" "chr6" 36664928 36665534
"463" "chr15" 98816395 98819712
"92" "chr1" 129650270 129670631
"1332" "chr9" 114534387 114549192
"44" "chr1" 83113356 83115741
"425" "chr14" 79859743 79881075
"907" "chr6" 71539034 71582899
