"chromosome" "start" "end"
"1253" "chr7" 56085767 56099021
"623" "chr16" 4639993 4650787
"555" "chr15" 86299428 86305528
"116" "chr1" 59383514 59409292
"1421" "chr8" 120807654 121847348
"332" "chr12" 25645521 25649259
"437" "chr13" 94827750 94965364
"896" "chr3" 53560652 53576872
"546" "chr15" 84155149 84173369
"898" "chr3" 115413356 115417965
"487" "chr14" 71651090 71670858
"388" "chr12" 45953472 46175470
"226" "chr11" 55838491 55854489
"1216" "chr6" 15671172 15752165
"1153" "chr6" 5433350 5446278
"83" "chr1" 120368348 120442036
"1208" "chr6" 93625448 94233898
"941" "chr3" 145883948 145949150
"753" "chr18" 4165829 4182234
"906" "chr3" 19869775 19889065
"491" "chr14" 26275222 26280614
"1069" "chr5" 73305611 73370063
"1263" "chr7" 91394788 91519412
"1207" "chr6" 115372090 115440419
"507" "chr14" 22570773 22617947
"1295" "chr8" 129114584 129117306
"290" "chr11" 62945011 62973048
"272" "chr11" 54679939 54683998
"861" "chr2" 102140275 102241057
"823" "chr2" 140483936 140497205
"238" "chr11" 68505416 68630126
"156" "chr1" 122499063 122504568
"1133" "chr5" 107535588 107718539
"826" "chr2" 63019525 63022344
"835" "chr2" 92292921 92299951
"966" "chr4" 40690616 40704904
"216" "chr10" 20119527 20268134
"1368" "chr8" 106864493 106871572
"688" "chr17" 53706639 53812045
"879" "chr2" 178165311 178222071
"617" "chr16" 38347084 38352849
"39" "chr1" 172574963 172612920
"845" "chr2" 142444080 142474499
"1251" "chr7" 56085767 56099021
"155" "chr1" 152409631 152840565
"1024" "chr5" 48376031 48696750
"957" "chr3" 78769842 78770033
"13" "chr1" 45471043 45560127
"745" "chr18" 68387647 68415203
"1097" "chr5" 65804460 65827081
"350" "chr12" 83271165 83443486
"773" "chr18" 13165498 13181391
"620" "chr16" 43762354 43822952
"1385" "chr8" 122526625 122575308
"92" "chr1" 193801269 193809795
"1336" "chr8" 119970878 119983323
"740" "chr18" 11049928 11052565
"379" "chr12" 9572041 9577391
"1317" "chr8" 130979384 131012012
"726" "chr17" 50132631 50329822
"71" "chr1" 33510655 33726603
"1383" "chr8" 10006632 10035999
"450" "chr13" 11863305 12199212
"1163" "chr6" 47110742 47114232
"890" "chr3" 55429120 55590824
"1401" "chr8" 130666469 130821371
"1226" "chr7" 75097142 75378553
"924" "chr3" 30894692 30951662
"214" "chr10" 20119527 20268134
"127" "chr1" 35936689 35937964
"584" "chr15" 28133520 28401800
"355" "chr12" 29360071 29367039
"1239" "chr7" 149646761 149680504
"37" "chr1" 83113356 83115741
"1334" "chr8" 126177828 126187780
"1297" "chr8" 120807654 121847348
"454" "chr13" 76092232 76092508
"503" "chr14" 25959280 25962727
"1331" "chr8" 125299404 125341781
"869" "chr2" 29202355 29380308
"326" "chr12" 32621323 32635088
"693" "chr17" 56812679 56851192
"469" "chr13" 37633225 37640309
"30" "chr1" 60833508 60838537
"81" "chr1" 20907920 20928837
"1030" "chr5" 52508551 52509762
"1027" "chr5" 16981939 16986754
"1172" "chr6" 145130794 145136091
"204" "chr10" 62275456 62328011
"438" "chr13" 43258600 43266839
"1078" "chr5" 77342300 77380250
"1142" "chr6" 112160701 112162507
"268" "chr11" 98247945 98249411
"201" "chr10" 18720721 18731769
"670" "chr17" 12875271 12962572
"373" "chr12" 11332052 11443419
"498" "chr14" 23403627 23875307
"1243" "chr7" 120046793 120050288
"1433" "chr9" 9011237 9239101
"4" "chr1" 177504439 177508546
"327" "chr12" 37040812 37045032
"413" "chr12" 40732033 40763963
"596" "chr16" 29811145 29837900
"848" "chr2" 19384463 19475537
"352" "chr12" 91991647 92208238
"1308" "chr8" 127941962 128016733
"804" "chr19" 32197220 32285480
"690" "chr17" 43938799 44176465
"196" "chr10" 80342560 80362239
"650" "chr17" 75404868 75791109
"1261" "chr7" 129066352 129125207
"234" "chr11" 65091155 65101335
"1229" "chr7" 116667424 116688777
"908" "chr3" 51028368 51055495
"248" "chr11" 60040215 60052678
"766" "chr18" 16747517 16967755
"245" "chr11" 108781679 108812095
"862" "chr2" 152606403 152655726
"1269" "chr7" 89556983 89614354
"140" "chr1" 68086539 69154633
"730" "chr17" 5040579 5127640
"313" "chr12" 8214930 8292558
"1217" "chr6" 93625448 94233898
"286" "chr11" 11870425 11926327
"798" "chr19" 40385937 40588302
"1075" "chr5" 112755388 112767093
"945" "chr3" 152059657 152125790
"1061" "chr5" 99646438 99651467
"1417" "chr8" 120807654 121847348
"281" "chr11" 30006842 30098257
"626" "chr16" 85858401 85901370
"424" "chr12" 40732033 40763963
"680" "chr17" 14804160 14831097
"527" "chr14" 77077385 77086909
"516" "chr14" 12386066 13073830
"786" "chr19" 53215028 53321577
"616" "chr16" 38362258 38378302
"219" "chr10" 52997850 52999954
"45" "chr1" 129380635 129383814
"548" "chr15" 8584123 8601506
"732" "chr17" 49754496 50049172
"961" "chr4" 12095375 12099144
"1205" "chr6" 37281020 37392139
"681" "chr17" 24130500 24135050
"1461" "chr9" 119354077 119374635
"1176" "chr6" 91162757 91222534
"377" "chr12" 40732033 40763963
"1436" "chr9" 31653628 31720870
"794" "chr19" 34742895 34821601
"130" "chr1" 62815542 62843665
"445" "chr13" 96281686 96295163
"1431" "chr8" 28714822 28730924
"25" "chr1" 127289482 127332067
"1463" "chr9" 95538046 95595970
"337" "chr12" 72990716 73093354
"485" "chr14" 46212848 46240515
"1012" "chr4" 97780642 97785534
"1393" "chr8" 129112197 129114990
"795" "chr19" 17747941 17912122
"1162" "chr6" 37277375 37281285
"1406" "chr8" 123582702 123584313
"1259" "chr7" 80249256 80249291
"8" "chr1" 162149304 162281702
"1034" "chr5" 29522578 29551831
"1230" "chr7" 146575008 146765544
"1060" "chr5" 99646438 99651467
"1360" "chr8" 125248847 125262411
"578" "chr15" 11769651 11820741
"157" "chr1" 77363759 77511663
"635" "chr16" 38598455 38713148
"864" "chr2" 14795282 14908560
"1029" "chr5" 99646438 99651467
"934" "chr3" 104154557 104170536
"553" "chr15" 12387552 12669679
"411" "chr12" 40732033 40763963
"183" "chr10" 25161378 25232887
"820" "chr19" 60966378 61168245
"29" "chr1" 193175859 193220920
"1262" "chr7" 133024216 133225925
"430" "chr13" 101572602 101584721
"675" "chr17" 64287320 64488810
"1356" "chr8" 128193765 128197256
"367" "chr12" 80398337 80609641
"1345" "chr8" 59934719 59956382
"307" "chr12" 45953472 46175470
"1119" "chr5" 4803732 5266032
"298" "chr12" 38606760 39359997
"535" "chr15" 67915328 68090409
"421" "chr12" 15823808 15894961
"108" "chr1" 43155554 43172791
"1416" "chr8" 32297803 32371955
"1380" "chr8" 128946427 128949334
"141" "chr1" 180459255 180646631
"1131" "chr5" 96802973 97213747
