"chromosome" "start" "end"
"2167" "chr10" 120802150 120805334
"13239" "chr6" 90963063 91005411
"11979" "chr5" 96802973 97213747
"9255" "chr2" 157942140 157972128
"9621" "chr3" 52786087 52798231
"8598" "chr2" 35169509 35192529
"11580" "chr5" 32761632 32819806
"12572" "chr5" 149076792 149125658
"6284" "chr16" 52032329 52208159
"4820" "chr14" 27928084 28217090
"2262" "chr11" 8331654 8368506
"14901" "chr8" 29762521 30330108
"13868" "chr7" 52825732 52845078
"14866" "chr8" 26277986 26311921
"14553" "chr7" 134165650 134169668
"10478" "chr4" 47220883 47326037
"16011" "chr9" 23027519 23289646
"5955" "chr16" 22951186 22961719
"5679" "chr15" 96825253 96850769
"9136" "chr2" 150855432 150865091
"11524" "chr5" 30213267 30334301
"4039" "chr13" 5860734 5869639
"6079" "chr16" 32230197 32247111
"11505" "chr5" 24606792 24608185
"7258" "chr17" 81841112 81844312
"11312" "chr4" 148960746 149022008
"3358" "chr12" 15798532 15823591
"13141" "chr6" 83255699 83267598
"15731" "chr8" 127264156 127275709
"16516" "chr9" 89484871 89517824
"9309" "chr2" 165818136 165896966
"9433" "chr2" 181227914 181229682
"14238" "chr7" 107694261 107696305
"12652" "chr5" 152209078 152234693
"4756" "chr14" 22803183 22808823
"13451" "chr6" 117118580 117131385
"6683" "chr17" 23973751 23981123
"13825" "chr7" 46704887 46732786
"1167" "chr1" 166367397 166388486
"11163" "chr4" 133685775 133742965
"15477" "chr8" 113498913 113521701
"9888" "chr3" 96836338 96857557
"3097" "chr11" 115277010 115281233
"4979" "chr14" 63665827 63676986
"11863" "chr5" 76612904 76638269
"16043" "chr9" 25289181 25411695
"11858" "chr5" 74993128 75098911
"16730" "chr9" 121398942 121404780
"518" "chr1" 81073524 81296671
"1880" "chr10" 79256460 79283641
"4695" "chr14" 21522290 21523639
"1015" "chr1" 153524296 153566166
"7914" "chr19" 10548746 10557387
"9108" "chr2" 147868613 147871641
"15638" "chr8" 124806040 124861147
"8735" "chr2" 70550464 70663537
"3501" "chr12" 35731888 35830055
"14272" "chr7" 109341888 109358634
"13896" "chr7" 54333171 54387744
"10152" "chr3" 137711724 137730352
"3624" "chr12" 71926500 72003221
"12850" "chr6" 35202731 35211997
"6560" "chr17" 5040579 5127640
"15672" "chr8" 125413538 125427625
"10934" "chr4" 109650629 109656289
"13116" "chr6" 72800376 72849286
"14772" "chr8" 11758346 11835217
"15933" "chr8" 131209680 131257097
"6728" "chr17" 26125981 26158805
"10461" "chr4" 45978205 46047631
"12992" "chr6" 51350964 51352218
"15087" "chr8" 47660947 47702554
"903" "chr1" 135971441 135975732
"8718" "chr2" 68100847 68310038
"14419" "chr7" 120844403 120851954
"4126" "chr13" 29124262 29126901
"15774" "chr8" 127941962 128016733
"2821" "chr11" 80623916 80635535
"6855" "chr17" 32081713 32171437
"10291" "chr4" 9771518 9789492
"11644" "chr5" 37138612 37139918
"4169" "chr13" 34254858 34270037
"279" "chr1" 60540028 60623609
"882" "chr1" 135028039 135033805
"6340" "chr16" 59636770 59672819
"9134" "chr2" 150760448 150778528
"2409" "chr11" 45869488 45960844
"5525" "chr15" 74346625 74419894
"15007" "chr8" 37630798 37796105
"16141" "chr9" 37352077 37360330
"2719" "chr11" 69804873 69808448
"3330" "chr12" 10397587 10402367
"2140" "chr10" 118636311 118639733
"6546" "chr17" 3103174 3114795
"7192" "chr17" 79284236 79294440
"13157" "chr6" 84037785 84144754
"14051" "chr7" 86594268 86611159
"10066" "chr3" 121747377 121882979
"12904" "chr6" 38302424 38304562
"11555" "chr5" 31543290 31553935
"8018" "chr19" 25746900 25753481
"15577" "chr8" 122604994 122625372
"16154" "chr9" 40682209 40686055
"14087" "chr7" 87534079 87547648
"9099" "chr2" 146255187 146337740
"12712" "chr6" 17257722 17291324
"13847" "chr7" 51964141 51975204
"4240" "chr13" 41406804 41454370
"961" "chr1" 138027977 138074591
"5154" "chr14" 120705673 120830920
"9703" "chr3" 66023808 66029728
"7618" "chr18" 55054873 55058303
"13848" "chr7" 52071789 52096179
"15590" "chr8" 123012765 123105277
"6033" "chr16" 29811145 29837900
"3921" "chr12" 99914951 99921960
"9285" "chr2" 163449008 163470867
"11723" "chr5" 54496459 54511442
"16217" "chr9" 44478535 44480321
"13826" "chr7" 46773135 46795785
"3619" "chr12" 71554140 71568611
"8084" "chr19" 34365155 34402260
"2249" "chr11" 6425621 6428763
"11209" "chr4" 137279660 137280716
"10114" "chr3" 127492830 127501307
"9283" "chr2" 163372923 163398643
"7069" "chr17" 64591752 64619045
"1474" "chr1" 193645440 193656921
"15395" "chr8" 107872157 107893781
"8541" "chr2" 29202355 29380308
"15281" "chr8" 85694580 85694675
"12528" "chr5" 145016104 145207626
"7542" "chr18" 38998326 39026401
"4294" "chr13" 46597515 46745647
"7364" "chr18" 7436070 7608980
"3974" "chr12" 104646192 104663990
"15664" "chr8" 125284909 125286661
"13311" "chr6" 94457507 94546083
"529" "chr1" 82336893 82441941
"8014" "chr19" 24748497 24754151
"13751" "chr7" 29649404 29651303
"16491" "chr9" 79539834 79566485
"5587" "chr15" 80085613 80087971
"15024" "chr8" 41365110 41372061
"10376" "chr4" 33268597 33276712
"1757" "chr10" 61845884 61885205
"11134" "chr4" 131741971 131768171
"11867" "chr5" 77286554 77302455
"5005" "chr14" 64741461 65035774
"8988" "chr2" 120966163 120982414
"9510" "chr3" 32716547 32834179
"6430" "chr16" 89487622 89488197
"7563" "chr18" 42554296 42555664
"2152" "chr10" 120202787 120215942
"8720" "chr2" 68699613 68949347
"2868" "chr11" 87190149 87217941
"6254" "chr16" 45945718 45957405
"3376" "chr12" 16828898 16833558
"15780" "chr8" 127941962 128016733
"10025" "chr3" 116621179 116671870
"10174" "chr3" 144233390 144260640
"16681" "chr9" 111341616 111391617
"15238" "chr8" 77557607 77594010
"11909" "chr5" 90045462 90049112
"8098" "chr19" 34742895 34821601
"4062" "chr13" 11645369 12199212
"8516" "chr2" 25118137 25125402
"12508" "chr5" 143644097 143656917
"10169" "chr3" 142428210 142446569
"6784" "chr17" 28726536 28744137
"13526" "chr6" 127035139 127059554
"6024" "chr16" 29811145 29837900
"11932" "chr5" 92815933 92822203
"10817" "chr4" 100151471 100222750
"5288" "chr15" 31531870 31547290
"12476" "chr5" 139881233 139892046
"9401" "chr2" 179911077 179960564
"15536" "chr8" 120807654 121847348
"9295" "chr2" 163935936 163981257
"3250" "chr12" 8017207 8023641
"10704" "chr4" 82866204 82970093
"7503" "chr18" 35142578 35269099
"3612" "chr12" 66326503 66329441
"10248" "chr3" 153570417 153574996
"2855" "chr11" 86456731 86479380
"11489" "chr5" 24308640 24348179
"9426" "chr2" 181054489 181091321
"15885" "chr8" 130666469 130821371
"7486" "chr18" 33596672 33623086
"14878" "chr8" 28234303 28239104
"13955" "chr7" 73984620 74297511
"5149" "chr14" 105898004 105904839
"16052" "chr9" 25289181 25411695
"12494" "chr5" 141235897 141306385
"11590" "chr5" 34003870 34021644
"11525" "chr5" 30213267 30334301
"6930" "chr17" 36909854 36913180
"7921" "chr19" 11011649 11017001
"10545" "chr4" 56752876 56754297
"9198" "chr2" 154885047 154900162
"2281" "chr11" 11714105 11722924
"8835" "chr2" 78709203 78760740
"15099" "chr8" 48912963 49075905
"8129" "chr19" 37248332 37271031
"1910" "chr10" 80858935 80883543
"9140" "chr2" 151527743 151537893
"14079" "chr7" 87414540 87436463
"12383" "chr5" 131913551 133018213
"918" "chr1" 136312336 136328918
"9952" "chr3" 104747722 104764627
"11618" "chr5" 36235967 36346571
"13869" "chr7" 53128209 53139096
"2842" "chr11" 84797989 84953457
"2285" "chr11" 11768125 11785323
"15800" "chr8" 128275407 128298028
"9210" "chr2" 155643469 155644948
"6132" "chr16" 34690795 34725280
"16395" "chr9" 70645934 70782615
"11614" "chr5" 36141101 36227619
"105" "chr1" 36392574 36424879
"13186" "chr6" 86625665 86634485
"12810" "chr6" 32461147 32465576
